"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"2288","Elwood",2,543000,"S","Hodges",2017-06-17,7.2,"3184",1,1,74,1960,-37.88042,144.9818,"Southern Metropolitan",8989,84,"14,644","Port Phillip",6,2017
"2289","Essendon",2,580000,"S","Barry",2017-06-17,7.5,"3040",1,1,84,1970,-37.74904,144.90668,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2017
"2290","Fairfield",2,667000,"S","Nelson",2017-06-17,5.7,"3078",1,1,76,1978,-37.78203,145.01508,"Northern Metropolitan",2970,72,"5,937","Darebin",6,2017
"2291","Fitzroy North",2,620000,"VB","Nelson",2017-06-17,3.6,"3068",1,2,76,2010,-37.79178,144.98239,"Northern Metropolitan",6244,93,"11,451","Yarra",6,2017
"2292","Footscray",1,240000,"SA","Other",2017-06-17,5.1,"3011",1,1,46,1970,-37.78778,144.89037,"Western Metropolitan",7570,78,"13,203","Maribyrnong",6,2017
"2293","Footscray",3,855000,"S","Jas",2017-06-17,5.1,"3011",2,2,114.5,1972,-37.80443,144.90642,"Western Metropolitan",7570,78,"13,203","Maribyrnong",6,2017
"2294","Footscray",1,310000,"PI","Burnham",2017-06-17,5.1,"3011",1,0,53,1888,-37.80376,144.89862,"Western Metropolitan",7570,78,"13,203","Maribyrnong",6,2017
"2295","Glenroy",2,422000,"S","YPA",2017-06-17,11.2,"3046",1,1,76,1980,-37.70972,144.91109,"Northern Metropolitan",8870,54,"19,671","Moreland",6,2017
"2296","Hampton",3,970000,"S","Buxton",2017-06-17,13.8,"3188",2,2,99,2005,-37.93538,145.00224,"Southern Metropolitan",5454,69,"12,459","Bayside",6,2017
"2297","Hampton",2,805000,"S","Other",2017-06-17,13.8,"3188",1,2,76,1970,-37.93387,145.00227,"Southern Metropolitan",5454,69,"12,459","Bayside",6,2017
"2298","Hawthorn",2,525000,"PI","Walshe",2017-06-17,5.3,"3122",1,1,76,1970,-37.827,145.02563,"Southern Metropolitan",11308,85,"21,138","Boroondara",6,2017
"2299","Hawthorn",2,762000,"S","Marshall",2017-06-17,5.3,"3122",1,1,76,1970,-37.81857,145.01704,"Southern Metropolitan",11308,85,"21,138","Boroondara",6,2017
"2300","Hawthorn",1,375000,"S","Other",2017-06-17,5.3,"3122",1,1,53,1970,-37.82538,145.02546,"Southern Metropolitan",11308,85,"21,138","Boroondara",6,2017
"2301","Kensington",1,392000,"SP","Rendina",2017-06-17,3.4,"3031",1,1,60,2001,-37.78993,144.92306,"Northern Metropolitan",5263,82,"9,689","Melbourne",6,2017
"2302","Kensington",1,370000,"SP","Rendina",2017-06-17,3.4,"3031",1,1,49,2011,-37.79122,144.93175,"Northern Metropolitan",5263,82,"9,689","Melbourne",6,2017
"2303","Other",2,4e+05,"SP","Other",2017-06-17,41,"Other",1,1,76,2012,-38.16439,145.1978,"Eastern Victoria",8743,38,"21,342","Other",6,2017
"2304","Maribyrnong",1,301000,"S","Frank",2017-06-17,4.3,"3032",1,1,45,1972,-37.76878,144.89197,"Western Metropolitan",4918,70,"10,135","Maribyrnong",6,2017
"2305","Other",3,960000,"S","Buxton",2017-06-17,11.4,"3204",2,3,114.5,1975,-37.90958,145.03371,"Southern Metropolitan",2397,73,"5,559","Glen Eira",6,2017
"2306","Melbourne",2,740000,"VB","Other",2017-06-17,0,"3000",1,1,113,1999,-37.81317,144.95452,"Northern Metropolitan",17496,93,"28,353","Melbourne",6,2017
"2307","Mentone",2,660000,"S","Buxton",2017-06-17,20,"3194",1,1,300,1990,-37.98558,145.05966,"South-Eastern Metropolitan",6162,68,"11,628","Kingston",6,2017
"2308","Mentone",2,525000,"S","Thomson",2017-06-17,20,"3194",1,1,76,1972,-37.99121,145.06458,"South-Eastern Metropolitan",6162,68,"11,628","Kingston",6,2017
"2309","Moonee Ponds",1,222000,"S","Barry",2017-06-17,6.2,"3039",1,0,29,2012,-37.77154,144.91597,"Western Metropolitan",6232,75,"13,507","Moonee Valley",6,2017
"2310","Other",2,470500,"S","hockingstuart",2017-06-17,21.5,"3195",1,1,76,1970,-38.00482,145.08746,"South-Eastern Metropolitan",3650,66,"7,530","Kingston",6,2017
"2311","Murrumbeena",2,660000,"S","Woodards",2017-06-17,10.1,"3163",1,1,76,1975,-37.89578,145.06899,"Southern Metropolitan",4442,71,"8,573","Glen Eira",6,2017
"2312","North Melbourne",2,550000,"S","Biggin",2017-06-17,1.8,"3051",1,1,76,1990,-37.80298,144.9568,"Northern Metropolitan",6821,87,"11,733","Melbourne",6,2017
"2313","Northcote",2,503000,"SP","Jellis",2017-06-17,5.3,"3070",1,1,76,1970,-37.76926,144.99157,"Northern Metropolitan",11364,82,"22,914","Darebin",6,2017
"2314","Other",3,840000,"S","Barry",2017-06-17,16.7,"Other",1,1,118,1970,-37.90354,145.14394,"Southern Metropolitan",902,60,"2,150","Monash",6,2017
"2315","Other",3,806000,"S","McGrath",2017-06-17,15.4,"3131",1,2,114.5,1993,-37.82275,145.1764,"Eastern Metropolitan",4973,63,"10,925","Whitehorse",6,2017
"2316","Prahran",1,440000,"SP","Other",2017-06-17,4.6,"3181",1,1,44,2015,-37.85012,144.99225,"Southern Metropolitan",7717,87,"11,171","Stonnington",6,2017
"2317","Prahran",2,735000,"S","Other",2017-06-17,4.6,"3181",1,1,76,1965,-37.85127,144.99434,"Southern Metropolitan",7717,87,"11,171","Stonnington",6,2017
"2318","Reservoir",3,510000,"S","Barry",2017-06-17,12,"3073",1,1,100,2009,-37.70985,145.02073,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2017
"2319","Richmond",1,534000,"S","hockingstuart",2017-06-17,2.4,"3121",1,1,49,2003,-37.81893,145.00631,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2017
"2320","Other",2,475000,"PI","Jellis",2017-06-17,19.9,"3134",1,2,76,1975,-37.82214,145.23087,"Eastern Metropolitan",7785,63,"16,044","Maroondah",6,2017
"2321","Other",2,602000,"S","Philip",2017-06-17,19.9,"3134",1,1,76,1996,-37.79894,145.22697,"Eastern Metropolitan",3619,48,"9,665","Maroondah",6,2017
"2322","Sandringham",3,760000,"VB","Hodges",2017-06-17,15.2,"Other",1,1,114.5,1970,-37.96224,145.01683,"Southern Metropolitan",4497,68,"9,303","Bayside",6,2017
"2323","Seddon",1,322500,"S","Village",2017-06-17,5.1,"3011",1,1,49,1990,-37.80504,144.88685,"Western Metropolitan",2417,80,"4,860","Maribyrnong",6,2017
"2324","South Melbourne",3,1250000,"S","Greg",2017-06-17,1.9,"3205",2,3,113,2001,-37.83185,144.96817,"Southern Metropolitan",5943,92,"9,318","Port Phillip",6,2017
"2325","South Yarra",2,771000,"S","hockingstuart",2017-06-17,2.7,"3141",1,1,76,1970,-37.84283,145.00015,"Southern Metropolitan",14887,92,"19,186","Stonnington",6,2017
"2326","St Albans",3,5e+05,"S","Sweeney",2017-06-17,14,"3021",1,1,95,1992,-37.73163,144.80697,"Western Metropolitan",14042,52,"35,046","Brimbank",6,2017
"2327","St Kilda",2,615000,"S","hockingstuart",2017-06-17,5,"3182",1,1,84,1920,-37.86736,144.98391,"Southern Metropolitan",13240,93,"17,802","Port Phillip",6,2017
"2328","Sunshine",4,660000,"S","Bells",2017-06-17,10.5,"3020",2,2,171.5,2007,-37.78579,144.83597,"Western Metropolitan",3755,71,"8,849","Brimbank",6,2017
"2329","Surrey Hills",2,807000,"S","hockingstuart",2017-06-17,10.2,"3127",1,1,84,1960,-37.81665,145.10043,"Southern Metropolitan",5457,66,"13,143","Boroondara",6,2017
"2330","Surrey Hills",3,780000,"SP","Noel",2017-06-17,10.2,"3127",1,1,114.5,1970,-37.82971,145.09007,"Southern Metropolitan",5457,66,"13,143","Boroondara",6,2017
"2331","Airport West",3,737500,"SP","Brad",2017-06-24,10.4,"3042",2,2,114.5,2012,-37.72967,144.88835,"Western Metropolitan",3464,58,"6,954","Moonee Valley",6,2017
"2332","Albert Park",2,685000,"PI","Greg",2017-06-24,3,"3206",1,0,58,1930,-37.84469,144.95578,"Southern Metropolitan",3280,85,"5,989","Port Phillip",6,2017
"2333","Ascot Vale",3,819000,"S","Nelson",2017-06-24,4.3,"3032",2,1,114.5,1974,-37.7719,144.91565,"Western Metropolitan",6567,75,"13,503","Moonee Valley",6,2017
"2334","Balwyn North",2,682000,"S","hockingstuart",2017-06-24,9.7,"3104",1,1,76,1970,-37.79334,145.10025,"Southern Metropolitan",7809,61,"20,345","Boroondara",6,2017
"2335","Other",3,7e+05,"VB","Noel",2017-06-24,23.2,"Other",2,2,114.5,1970,-37.82481,145.26519,"Eastern Metropolitan",3598,48,"8,457","Maroondah",6,2017
"2336","Brunswick",2,520000,"SP","Jellis",2017-06-24,5.2,"3056",1,1,76,1970,-37.75788,144.95935,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2017
"2337","Other",3,590000,"S","Other",2017-06-24,31.2,"Other",1,1,114.5,1970,-38.07483,145.13133,"South-Eastern Metropolitan",1989,54,"3,589","Kingston",6,2017
"2338","Other",3,780000,"SP","Buxton",2017-06-24,16.7,"Other",2,1,103,2000,-37.91712,145.13625,"South-Eastern Metropolitan",5837,69,"15,547","Monash",6,2017
"2339","East Melbourne",2,885000,"S","Woodards",2017-06-24,1.3,"Other",1,1,76,1990,-37.81525,144.98678,"Northern Metropolitan",3040,92,"4,679","Melbourne",6,2017
"2340","Essendon",2,720000,"PI","Other",2017-06-24,7.5,"3040",2,2,76,2013,-37.74999,144.91447,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2017
"2341","Essendon",3,930000,"S","Brad",2017-06-24,7.5,"3040",2,1,146,2002,-37.74566,144.89346,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2017
"2342","Essendon",2,6e+05,"S","Barry",2017-06-24,7.5,"3040",1,1,76,1975,-37.75344,144.92616,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2017
"2343","Essendon",2,410000,"VB","McDonald",2017-06-24,7.5,"3040",1,1,67,1965,-37.75122,144.91805,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2017
"2344","Fitzroy",2,7e+05,"VB","Nelson",2017-06-24,2.1,"3065",1,1,65,2007,-37.79723,144.97686,"Northern Metropolitan",5825,96,"9,420","Yarra",6,2017
"2345","Hampton",2,878000,"S","Marshall",2017-06-24,13.8,"3188",1,1,76,1967,-37.9395,145.01344,"Southern Metropolitan",5454,69,"12,459","Bayside",6,2017
"2346","Hampton",2,685000,"SP","Buxton",2017-06-24,13.8,"3188",1,0,81,2007,-37.9392,145.00095,"Southern Metropolitan",5454,69,"12,459","Bayside",6,2017
"2347","Hampton East",3,957000,"S","Buxton",2017-06-24,13.8,"3188",2,2,113,1994,-37.94313,145.03501,"Southern Metropolitan",2356,67,"4,403","Bayside",6,2017
"2348","Heidelberg",4,915000,"S","Miles",2017-06-24,8.9,"3084",2,2,171.5,1977,-37.7537,145.06341,"Eastern Metropolitan",2890,64,"5,733","Banyule",6,2017
"2349","Kew",2,797000,"S","Jellis",2017-06-24,5.4,"3101",1,2,76,1960,-37.80222,145.03501,"Southern Metropolitan",10331,71,"23,871","Boroondara",6,2017
"2350","Kew",2,6e+05,"S","Nelson",2017-06-24,5.4,"3101",1,1,76,1966,-37.80798,145.02347,"Southern Metropolitan",10331,71,"23,871","Boroondara",6,2017
"2351","Moonee Ponds",1,286000,"PI","Nelson",2017-06-24,6.2,"3039",1,1,42.2,1970,-37.76911,144.92472,"Western Metropolitan",6232,75,"13,507","Moonee Valley",6,2017
"2352","Mount Waverley",3,870000,"S","Buxton",2017-06-24,14.2,"3149",2,2,114.5,1970,-37.89251,145.11121,"Eastern Metropolitan",13366,62,"32,063","Monash",6,2017
"2353","Murrumbeena",1,357000,"S","Gary",2017-06-24,10.1,"3163",1,1,49,1975,-37.89792,145.06516,"Southern Metropolitan",4442,71,"8,573","Glen Eira",6,2017
"2354","Murrumbeena",3,1220500,"S","Ray",2017-06-24,10.1,"3163",2,2,114.5,1975,-37.89767,145.07332,"Southern Metropolitan",4442,71,"8,573","Glen Eira",6,2017
"2355","North Melbourne",2,570000,"VB","Alexkarbon",2017-06-24,1.8,"3051",2,1,81,2011,-37.8006,144.95419,"Northern Metropolitan",6821,87,"11,733","Melbourne",6,2017
"2356","North Melbourne",2,850000,"VB","Other",2017-06-24,1.8,"3051",3,1,76,1990,-37.8006,144.95419,"Northern Metropolitan",6821,87,"11,733","Melbourne",6,2017
"2357","Port Melbourne",3,8e+05,"S","Greg",2017-06-24,3.5,"3207",1,2,80,2008,-37.84426,144.94415,"Southern Metropolitan",8648,84,"14,520","Port Phillip",6,2017
"2358","Port Melbourne",2,816000,"S","hockingstuart",2017-06-24,3.5,"3207",1,1,76,2000,-37.84237,144.94486,"Southern Metropolitan",8648,84,"14,520","Port Phillip",6,2017
"2359","Prahran",2,1020000,"S","hockingstuart",2017-06-24,4.6,"3181",1,1,102,1920,-37.85931,145.00616,"Southern Metropolitan",7717,87,"11,171","Stonnington",6,2017
"2360","Prahran",2,660000,"S","Jellis",2017-06-24,4.6,"3181",2,1,76,1970,-37.85184,145.01049,"Southern Metropolitan",7717,87,"11,171","Stonnington",6,2017
"2361","Preston",3,691000,"S","Miles",2017-06-24,8.4,"3072",1,1,114.5,1995,-37.73698,144.98686,"Northern Metropolitan",14577,73,"29,893","Darebin",6,2017
"2362","Reservoir",1,365000,"SP","Ray",2017-06-24,12,"3073",1,1,49,1980,-37.70717,145.02643,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2017
"2363","Reservoir",2,470000,"VB","RW",2017-06-24,12,"3073",1,1,76,1980,-37.72128,145.00995,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2017
"2364","Reservoir",1,270000,"PI","Stockdale",2017-06-24,12,"3073",1,1,60,1980,-37.71408,145.00441,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2017
"2365","Richmond",2,717000,"S","Nelson",2017-06-24,2.4,"3121",1,0,76,2005,-37.82295,144.99146,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2017
"2366","Richmond",2,890500,"SP","Biggin",2017-06-24,2.4,"3121",2,2,123,1940,-37.81443,144.99079,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2017
"2367","Richmond",1,355000,"SP","Biggin",2017-06-24,2.4,"3121",1,0,49,1970,-37.8211,144.99549,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2017
"2368","South Yarra",2,945000,"PI","Other",2017-06-24,2.7,"3141",1,1,76,1970,-37.83041,144.98494,"Southern Metropolitan",14887,92,"19,186","Melbourne",6,2017
"2369","Sunshine West",3,518000,"S","HAR",2017-06-24,10.5,"3020",1,1,114.5,2000,-37.79209,144.82024,"Western Metropolitan",6763,49,"16,759","Brimbank",6,2017
"2370","Thomastown",3,460000,"S","Love",2017-06-24,15.3,"3074",1,1,114.5,1980,-37.67803,145.01769,"Northern Metropolitan",7955,48,"20,299","Whittlesea",6,2017
"2371","Toorak",3,640000,"PI","hockingstuart",2017-06-24,4.1,"3142",1,1,114.5,1970,-37.84744,145.00783,"Southern Metropolitan",7217,74,"12,832","Stonnington",6,2017
"2372","Other",3,440500,"S","Greg",2017-07-15,15.5,"Other",1,1,114.5,1990,-37.88995,144.78505,"Western Metropolitan",7630,43,"18,721","Hobsons Bay",7,2017
"2373","Altona North",3,451500,"SP","Barlow",2017-07-15,9.4,"3025",1,1,88,1965,-37.83648,144.86296,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",7,2017
"2374","Ascot Vale",2,425500,"S","Brad",2017-07-15,4.3,"3032",1,1,82,1960,-37.77341,144.9013,"Western Metropolitan",6567,75,"13,503","Moonee Valley",7,2017
"2375","Ascot Vale",2,566000,"S","Nelson",2017-07-15,4.3,"3032",1,1,76,1972,-37.77226,144.90942,"Western Metropolitan",6567,75,"13,503","Moonee Valley",7,2017
"2376","Balaclava",2,585000,"PI","Marshall",2017-07-15,6.4,"3183",1,1,76,1962,-37.87149,144.99746,"Southern Metropolitan",2952,88,"5,421","Port Phillip",7,2017
"2377","Other",2,706000,"S","Other",2017-07-15,13.4,"3130",1,1,305,1940,-37.80906,145.15787,"Eastern Metropolitan",2867,57,"7,041","Whitehorse",7,2017
"2378","Brighton",1,290000,"PI","Greg",2017-07-15,10.5,"3186",1,1,35,1960,-37.9041,144.9993,"Southern Metropolitan",10579,75,"21,267","Bayside",7,2017
"2379","Other",2,372100,"SP","hockingstuart",2017-07-15,6.4,"3012",1,1,66,2000,-37.82212,144.84477,"Western Metropolitan",962,58,"1,647","Hobsons Bay",7,2017
"2380","Brunswick",1,315000,"PI","Walshe",2017-07-15,5.2,"3056",1,1,49,1970,-37.77034,144.95334,"Northern Metropolitan",11918,84,"22,739","Moreland",7,2017
"2381","Brunswick West",1,275000,"VB","Jellis",2017-07-15,5.2,"3055",1,1,36,1970,-37.7684,144.94214,"Northern Metropolitan",7082,66,"13,171","Moreland",7,2017
"2382","Carnegie",2,480000,"VB","Other",2017-07-15,10.1,"3163",1,1,76,1970,-37.88414,145.0528,"Southern Metropolitan",7822,75,"16,333","Glen Eira",7,2017
"2383","Caulfield North",1,361000,"S","hockingstuart",2017-07-15,7.8,"3161",1,1,53,1975,-37.87972,145.03351,"Southern Metropolitan",6923,67,"14,597","Glen Eira",7,2017
"2384","Chadstone",3,960000,"S","Jellis",2017-07-15,11.7,"3148",2,2,151,2000,-37.88304,145.0969,"Southern Metropolitan",3582,66,"7,825","Monash",7,2017
"2385","Other",3,696000,"S","Harcourts",2017-07-15,16.7,"Other",1,2,114.5,1978,-37.91735,145.13814,"South-Eastern Metropolitan",5837,69,"15,547","Monash",7,2017
"2386","Collingwood",1,365000,"SP","Jellis",2017-07-15,2,"3066",1,0,46,1960,-37.79597,144.99108,"Northern Metropolitan",4553,92,"6,490","Yarra",7,2017
"2387","Croydon",3,625500,"S","C21",2017-07-15,23,"3136",1,2,114.5,1950,-37.79795,145.2957,"Eastern Metropolitan",11925,58,"23,549","Maroondah",7,2017
"2388","Elsternwick",3,9e+05,"VB","Buxton",2017-07-15,7.2,"3185",2,2,114.5,1970,-37.88472,145.00025,"Southern Metropolitan",4898,83,"9,772","Glen Eira",7,2017
"2389","Eltham",2,540000,"VB","Buckingham",2017-07-15,18,"3095",1,1,76,1975,-37.71513,145.15324,"Eastern Metropolitan",6990,51,"18,183","Other",7,2017
"2390","Essendon",2,420000,"S","Nelson",2017-07-15,7.5,"3040",1,1,76,1975,-37.74444,144.92084,"Western Metropolitan",9264,71,"18,841","Moonee Valley",7,2017
"2391","Essendon",2,502500,"SP","McDonald",2017-07-15,7.5,"3040",1,1,62,1980,-37.7494,144.92096,"Western Metropolitan",9264,71,"18,841","Moonee Valley",7,2017
"2392","Essendon North",2,785000,"S","Nelson",2017-07-15,8.2,"3041",1,2,76,1970,-37.73993,144.90271,"Western Metropolitan",1308,74,"2,292","Moonee Valley",7,2017
"2393","Fitzroy",1,490000,"S","hockingstuart",2017-07-15,2.1,"3065",1,1,57,2013,-37.80348,144.98257,"Northern Metropolitan",5825,96,"9,420","Yarra",7,2017
"2394","Fitzroy North",1,381000,"SP","Nelson",2017-07-15,3.6,"3068",1,1,49,2010,-37.77869,144.98578,"Northern Metropolitan",6244,93,"11,451","Yarra",7,2017
"2395","Fitzroy North",2,650000,"VB","Nelson",2017-07-15,3.6,"3068",1,1,76,2010,-37.78334,144.97782,"Northern Metropolitan",6244,93,"11,451","Yarra",7,2017
"2396","Footscray",3,440000,"S","Jas",2017-07-15,5.1,"3011",1,1,114.5,1972,-37.79633,144.88526,"Western Metropolitan",7570,78,"13,203","Maribyrnong",7,2017
"2397","Footscray",2,395000,"S","Sweeney",2017-07-15,5.1,"3011",1,1,73,1970,-37.79711,144.88825,"Western Metropolitan",7570,78,"13,203","Maribyrnong",7,2017
"2398","Glen Iris",2,540000,"S","Woodards",2017-07-15,7.3,"3146",1,1,77,1960,-37.85145,145.09107,"Southern Metropolitan",10412,65,"24,992","Boroondara",7,2017
"2399","Glen Waverley",2,960000,"S","Ray",2017-07-15,16.7,"3150",1,1,101,1990,-37.87606,145.15951,"Eastern Metropolitan",15321,59,"39,227","Monash",7,2017
"2400","Greensborough",2,585000,"S","Darren",2017-07-15,16.1,"3088",1,1,79,1965,-37.71254,145.09705,"Northern Metropolitan",8524,55,"20,560","Banyule",7,2017
"2401","Greensborough",2,610000,"S","Darren",2017-07-15,16.1,"3088",1,1,76,1985,-37.70801,145.10689,"Northern Metropolitan",8524,55,"20,560","Banyule",7,2017
"2402","Hawthorn",1,415000,"S","Nelson",2017-07-15,5.3,"3122",1,1,49,1970,-37.81519,145.03153,"Southern Metropolitan",11308,85,"21,138","Boroondara",7,2017
"2403","Hawthorn",2,6e+05,"SP","Fletchers",2017-07-15,5.3,"3122",1,1,76,2014,-37.82214,145.03288,"Southern Metropolitan",11308,85,"21,138","Boroondara",7,2017
"2404","Hawthorn",2,670000,"S","Woodards",2017-07-15,5.3,"3122",1,0,76,1980,-37.83108,145.0353,"Southern Metropolitan",11308,85,"21,138","Boroondara",7,2017
"2405","Other",2,525000,"S","Fletchers",2017-07-15,21.3,"3135",1,1,80,1980,-37.82118,145.24138,"Eastern Metropolitan",3794,55,"9,226","Maroondah",7,2017
"2406","Kensington",2,535000,"PI","Edward",2017-07-15,3.4,"3031",2,1,110,1998,-37.79013,144.92359,"Northern Metropolitan",5263,82,"9,689","Melbourne",7,2017
"2407","Malvern",2,575000,"PI","Purplebricks",2017-07-15,5.9,"3144",1,1,76,1999,-37.85557,145.03968,"Southern Metropolitan",4675,80,"9,494","Stonnington",7,2017
"2408","Maribyrnong",2,440000,"VB","Woodards",2017-07-15,4.3,"3032",1,2,93,2003,-37.77117,144.88041,"Western Metropolitan",4918,70,"10,135","Maribyrnong",7,2017
"2409","Melbourne",2,387000,"S","Other",2017-07-15,0,"3000",1,0,47,2011,-37.81301,144.96924,"Northern Metropolitan",17496,93,"28,353","Melbourne",7,2017
"2410","Murrumbeena",2,550000,"PI","Fletchers",2017-07-15,10.1,"3163",2,1,76,1975,-37.88519,145.06715,"Southern Metropolitan",4442,71,"8,573","Glen Eira",7,2017
"2411","North Melbourne",2,541000,"S","Nelson",2017-07-15,1.8,"3051",1,1,53,2004,-37.8044,144.95657,"Northern Metropolitan",6821,87,"11,733","Melbourne",7,2017
"2412","Prahran",2,5e+05,"SP","hockingstuart",2017-07-15,4.6,"3181",1,1,78,1960,-37.85924,145.00563,"Southern Metropolitan",7717,87,"11,171","Stonnington",7,2017
"2413","Reservoir",2,652000,"S","Love",2017-07-15,12,"3073",1,1,76,1970,-37.71377,145.00214,"Northern Metropolitan",21650,60,"47,517","Darebin",7,2017
"2414","Reservoir",2,468000,"S","Nelson",2017-07-15,12,"3073",1,1,81,2012,-37.72919,145.00533,"Northern Metropolitan",21650,60,"47,517","Darebin",7,2017
"2415","Reservoir",2,502000,"SP","Barry",2017-07-15,12,"3073",1,2,69,2015,-37.709,145.02014,"Northern Metropolitan",21650,60,"47,517","Darebin",7,2017
"2416","Richmond",2,8e+05,"VB","hockingstuart",2017-07-15,2.4,"3121",2,2,89,2008,-37.82201,145.0104,"Northern Metropolitan",14949,90,"23,838","Yarra",7,2017
"2417","South Yarra",1,401500,"S","hockingstuart",2017-07-15,2.7,"3141",1,1,49,1960,-37.84157,144.98935,"Southern Metropolitan",14887,92,"19,186","Stonnington",7,2017
"2418","South Yarra",2,910000,"S","Marshall",2017-07-15,2.7,"3141",2,2,76,1970,-37.84712,144.99967,"Southern Metropolitan",14887,92,"19,186","Stonnington",7,2017
"2419","South Yarra",2,666000,"S","hockingstuart",2017-07-15,2.7,"3141",1,1,73,2005,-37.83613,144.99661,"Southern Metropolitan",14887,92,"19,186","Stonnington",7,2017
"2420","St Kilda",2,470000,"VB","McGrath",2017-07-15,5,"3182",1,0,67,1950,-37.87349,144.9798,"Southern Metropolitan",13240,93,"17,802","Port Phillip",7,2017
"2421","Thornbury",1,328000,"S","Woodards",2017-07-15,7,"3071",1,1,49,1970,-37.76105,144.99532,"Northern Metropolitan",8870,77,"17,473","Darebin",7,2017
"2422","Toorak",2,1140000,"S","Marshall",2017-07-15,4.1,"3142",2,2,119,1990,-37.84266,145.02355,"Southern Metropolitan",7217,74,"12,832","Stonnington",7,2017
