"","Suburb","Type","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","CouncilArea","Month","Year"
"11746","Glenroy","h",2,725000,"S","Stockdale",2017-08-26,11.2,"3046",1,2,590,96,1960,-37.69927,144.9256,"Northern Metropolitan",8870,"Moreland",8,2017
"11747","Gowanbrae","t",4,655000,"S","Nelson",2017-08-26,12.9,"3043",3,2,170,215,2017,-37.70128,144.90187,"Western Metropolitan",1071,"Moreland",8,2017
"11748","Greensborough","u",2,670000,"S","Darren",2017-08-26,16.1,"3088",1,1,704,76,1957,-37.70674,145.09841,"Northern Metropolitan",8524,"Banyule",8,2017
"11749","Greensborough","h",3,6e+05,"PI","Darren",2017-08-26,16.1,"3088",2,1,152,130,1975,-37.68587,145.11509,"Northern Metropolitan",8524,"Banyule",8,2017
"11750","Greensborough","u",2,540000,"S","Darren",2017-08-26,16.1,"3088",1,1,208,76,1995,-37.70791,145.09575,"Northern Metropolitan",8524,"Banyule",8,2017
"11751","Greensborough","h",3,842000,"S","Other",2017-08-26,16.1,"3088",2,2,873,130,1985,-37.69324,145.1023,"Northern Metropolitan",8524,"Banyule",8,2017
"11752","Greensborough","h",4,950000,"S","hockingstuart",2017-08-26,16.1,"3088",2,3,795,190,1975,-37.69594,145.11734,"Northern Metropolitan",8524,"Banyule",8,2017
"11753","Hampton","h",4,2086000,"SP","Marshall",2017-08-26,13.8,"3188",2,2,581,190,1950,-37.94003,145.00778,"Southern Metropolitan",5454,"Bayside",8,2017
"11754","Hampton East","h",3,1335000,"S","Buxton",2017-08-26,13.8,"3188",1,1,625,130,1950,-37.94027,145.03593,"Southern Metropolitan",2356,"Bayside",8,2017
"11755","Hampton East","h",3,1280000,"SP","Buxton",2017-08-26,13.8,"3188",1,3,658,130,1950,-37.94259,145.03004,"Southern Metropolitan",2356,"Bayside",8,2017
"11756","Other","h",4,625000,"S","Other",2017-08-26,33.3,"Other",1,2,640,136,1960,-38.02981,145.24826,"South-Eastern Metropolitan",8256,"Other",8,2017
"11757","Hawthorn","h",2,1350000,"VB","Jellis",2017-08-26,5.3,"3122",1,0,208,96,1910,-37.81732,145.02509,"Southern Metropolitan",11308,"Boroondara",8,2017
"11758","Heidelberg West","h",3,520000,"S","Other",2017-08-26,8.8,"3081",1,1,466,130,1960,-37.73629,145.04017,"Eastern Metropolitan",2674,"Banyule",8,2017
"11759","Highett","u",2,680500,"S","Ray",2017-08-26,16,"3190",1,1,158,76,2000,-37.95147,145.04904,"Southern Metropolitan",4794,"Bayside",8,2017
"11760","Hoppers Crossing","u",2,315000,"S","Other",2017-08-26,18.4,"3029",1,1,150,76,1975,-37.87715,144.69863,"Western Metropolitan",13830,"Wyndham",8,2017
"11761","Hoppers Crossing","h",4,567000,"PI","hockingstuart",2017-08-26,18.4,"3029",2,3,632,180,1985,-37.86495,144.69719,"Western Metropolitan",13830,"Wyndham",8,2017
"11762","Hoppers Crossing","h",3,565000,"S","Barry",2017-08-26,18.4,"3029",2,2,530,130,1982,-37.87199,144.7062,"Western Metropolitan",13830,"Wyndham",8,2017
"11763","Hoppers Crossing","h",4,602000,"S","hockingstuart",2017-08-26,18.4,"3029",2,2,603,150,1985,-37.84958,144.67154,"Western Metropolitan",13830,"Wyndham",8,2017
"11764","Other","h",4,1190000,"SA","Buxton",2017-08-26,12.3,"3166",2,2,600,190,1962,-37.9089,145.11236,"Southern Metropolitan",768,"Monash",8,2017
"11765","Ivanhoe","h",4,1200000,"VB","Barry",2017-08-26,7.8,"3079",2,2,585,190,1950,-37.75722,145.044,"Eastern Metropolitan",5549,"Banyule",8,2017
"11766","Other","h",5,739000,"S","Other",2017-08-26,14.5,"Other",2,2,295,260,1975,-37.71945,144.82418,"Western Metropolitan",2339,"Brimbank",8,2017
"11767","Other","h",4,1125000,"PI","Other",2017-08-26,14.5,"Other",2,4,556,250,1978,-37.72026,144.83143,"Western Metropolitan",2339,"Brimbank",8,2017
"11768","Other","h",4,7e+05,"PI","Barry",2017-08-26,15.5,"3038",2,2,726,223,1980,-37.72649,144.80992,"Western Metropolitan",3656,"Brimbank",8,2017
"11769","Other","h",3,683000,"S","Barry",2017-08-26,15.5,"3038",2,2,664,130,1981,-37.72474,144.79545,"Western Metropolitan",3656,"Brimbank",8,2017
"11770","Keilor East","h",3,960000,"PI","Barry",2017-08-26,11.7,"3033",2,2,404,175,2009,-37.73977,144.87734,"Western Metropolitan",5629,"Moonee Valley",8,2017
"11771","Keilor East","h",1,860000,"SP","Other",2017-08-26,11.7,"3033",1,2,472,69,1975,-37.74061,144.87462,"Western Metropolitan",5629,"Moonee Valley",8,2017
"11772","Keilor East","h",4,1160000,"S","Nelson",2017-08-26,11.7,"3033",3,4,670,273,1970,-37.73492,144.87231,"Western Metropolitan",5629,"Moonee Valley",8,2017
"11773","Keilor Park","h",3,821000,"S","Stockdale",2017-08-26,10.4,"3042",1,2,581,130,1975,-37.72282,144.85681,"Western Metropolitan",1119,"Brimbank",8,2017
"11774","Kew","h",3,2200000,"S","Jellis",2017-08-26,5.4,"3101",2,4,650,130,1940,-37.80359,145.06002,"Southern Metropolitan",10331,"Boroondara",8,2017
"11775","Kew","h",4,3300000,"SP","Jellis",2017-08-26,5.4,"3101",3,2,741,281,1920,-37.81031,145.01955,"Southern Metropolitan",10331,"Boroondara",8,2017
"11776","Kew","h",4,1800000,"SP","Nelson",2017-08-26,5.4,"3101",2,2,191,190,1940,-37.80001,145.03125,"Southern Metropolitan",10331,"Boroondara",8,2017
"11777","Kew","h",4,2045000,"S","Fletchers",2017-08-26,5.4,"3101",3,2,523,190,1940,-37.80828,145.06027,"Southern Metropolitan",10331,"Boroondara",8,2017
"11778","Kew","h",5,3450000,"PI","Kay",2017-08-26,5.4,"3101",2,2,668,0,2006,-37.80795,145.01474,"Southern Metropolitan",10331,"Boroondara",8,2017
"11779","Kew","h",3,1750000,"VB","Kay",2017-08-26,5.4,"3101",2,2,431,232,2006,-37.80121,145.04581,"Southern Metropolitan",10331,"Boroondara",8,2017
"11780","Other","h",3,930000,"S","Barry",2017-08-26,25.2,"Other",2,2,443,201,2014,-38.00009,145.16959,"South-Eastern Metropolitan",8459,"Other",8,2017
"11781","Other","h",3,803000,"S","Other",2017-08-26,26,"Other",1,2,862,0,1970,-37.79902,145.32092,"Eastern Metropolitan",4654,"Maroondah",8,2017
"11782","Other","h",3,560000,"S","Barry",2017-08-26,14,"3021",1,1,565,147,1970,-37.73574,144.77898,"Western Metropolitan",2878,"Brimbank",8,2017
"11783","Lalor","h",3,690000,"SA","HAR",2017-08-26,16.3,"3075",1,2,535,130,1970,-37.67324,145.03513,"Northern Metropolitan",8279,"Whittlesea",8,2017
"11784","Lalor","h",3,520000,"SP","Barry",2017-08-26,16.3,"3075",1,1,540,130,1970,-37.67139,145.00269,"Northern Metropolitan",8279,"Whittlesea",8,2017
"11785","Lalor","h",3,625000,"S","HAR",2017-08-26,16.3,"3075",1,2,542,133,1968,-37.66374,144.99871,"Northern Metropolitan",8279,"Whittlesea",8,2017
"11786","Lalor","h",3,671000,"SP","Ray",2017-08-26,16.3,"3075",1,2,418,130,1970,-37.66349,145.03391,"Northern Metropolitan",8279,"Whittlesea",8,2017
"11787","Other","h",4,965000,"PI","O'Brien",2017-08-26,41,"Other",2,6,869,264,2007,-38.14508,145.18787,"Eastern Victoria",8743,"Other",8,2017
"11788","Maidstone","h",3,735000,"S","Biggin",2017-08-26,6.4,"3012",1,1,167,110,2010,-37.78817,144.87873,"Western Metropolitan",3873,"Maribyrnong",8,2017
"11789","Malvern","h",4,860000,"SP","Abercromby's",2017-08-26,5.9,"3144",2,3,633,190,1915,-37.85612,145.03273,"Southern Metropolitan",4675,"Stonnington",8,2017
"11790","Malvern East","u",2,651000,"SP","Jellis",2017-08-26,8.4,"3145",1,1,129,97,1940,-37.87798,145.06731,"Southern Metropolitan",8801,"Stonnington",8,2017
"11791","Other","t",4,1655000,"S","Buxton",2017-08-26,11.4,"3204",2,2,361,188.5,2005,-37.91406,145.04865,"Southern Metropolitan",2397,"Glen Eira",8,2017
"11792","Other","h",4,1830000,"S","McGrath",2017-08-26,11.4,"3204",2,1,567,190,1929,-37.90998,145.03082,"Southern Metropolitan",2397,"Glen Eira",8,2017
"11793","Other","h",3,535000,"SP","Barry",2017-08-26,17.4,"Other",1,4,572,105,1980,-37.65905,144.92347,"Northern Metropolitan",4704,"Hume",8,2017
"11794","Other","h",5,710000,"PI","Other",2017-08-26,31.7,"Other",2,2,1670,280,2000,-37.67813,144.59292,"Western Victoria",3600,"Other",8,2017
"11795","Other","h",3,395000,"S","YPA",2017-08-26,29.8,"Other",1,1,649,105,1975,-37.69891,144.57645,"Western Victoria",4718,"Other",8,2017
"11796","Mentone","h",3,1002500,"S","Ray",2017-08-26,20,"3194",1,2,560,130,1980,-37.97738,145.07168,"South-Eastern Metropolitan",6162,"Kingston",8,2017
"11797","Middle Park","h",3,2090000,"S","Chisholm",2017-08-26,3,"3206",1,0,199,113,1900,-37.84804,144.96066,"Southern Metropolitan",2019,"Port Phillip",8,2017
"11798","Mitcham","u",3,907800,"S","Noel",2017-08-26,17.2,"3132",2,2,309,150,2005,-37.82653,145.20261,"Eastern Metropolitan",6871,"Whitehorse",8,2017
"11799","Mitcham","h",3,1010000,"S","Noel",2017-08-26,17.2,"3132",2,2,672,136,1970,-37.8236,145.20898,"Eastern Metropolitan",6871,"Whitehorse",8,2017
"11800","Mitcham","h",4,1185000,"S","Fletchers",2017-08-26,17.2,"3132",3,2,649,190,1970,-37.81175,145.20501,"Eastern Metropolitan",6871,"Whitehorse",8,2017
"11801","Moonee Ponds","h",4,1305000,"SP","Biggin",2017-08-26,6.2,"3039",1,1,449,129,1910,-37.77081,144.92074,"Western Metropolitan",6232,"Moonee Valley",8,2017
"11802","Moonee Ponds","h",4,1525000,"S","Nelson",2017-08-26,6.2,"3039",3,2,233,190,1915,-37.76884,144.91708,"Western Metropolitan",6232,"Moonee Valley",8,2017
"11803","Moonee Ponds","u",2,435000,"S","Nelson",2017-08-26,6.2,"3039",1,1,1475,66,1970,-37.75799,144.92354,"Western Metropolitan",6232,"Moonee Valley",8,2017
"11804","Moorabbin","h",3,1072000,"S","Jellis",2017-08-26,14.3,"3189",1,3,585,138,1950,-37.93557,145.04919,"Southern Metropolitan",2555,"Kingston",8,2017
"11805","Moorabbin","h",3,1290000,"S","Ray",2017-08-26,14.3,"3189",1,1,580,0,1970,-37.94492,145.04938,"Southern Metropolitan",2555,"Kingston",8,2017
"11806","Other","h",3,760000,"S","Fletchers",2017-08-26,26.5,"Other",1,2,864,130,1973,-37.76983,145.31687,"Eastern Victoria",8280,"Other",8,2017
"11807","Other","h",4,1500000,"S","Buxton",2017-08-26,21.5,"3195",3,2,557,178,1920,-38.00341,145.08773,"South-Eastern Metropolitan",3650,"Kingston",8,2017
"11808","Mount Waverley","t",3,1035000,"SP","McGrath",2017-08-26,14.2,"3149",2,2,236,138,2006,-37.88678,145.12748,"Eastern Metropolitan",13366,"Monash",8,2017
"11809","Mount Waverley","h",3,1028800,"S","Jellis",2017-08-26,14.2,"3149",2,1,470,118,1960,-37.88751,145.13545,"Eastern Metropolitan",13366,"Monash",8,2017
"11810","Mulgrave","h",3,940000,"S","Biggin",2017-08-26,18.8,"3170",2,3,709,140,1958,-37.92811,145.14971,"South-Eastern Metropolitan",7113,"Monash",8,2017
"11811","Niddrie","h",3,845000,"SP","Brad",2017-08-26,10.4,"3042",1,1,345,111,1950,-37.73901,144.89154,"Western Metropolitan",2291,"Moonee Valley",8,2017
"11812","Niddrie","h",3,1305000,"SP","Frank",2017-08-26,10.4,"3042",1,3,650,130,1955,-37.74009,144.88736,"Western Metropolitan",2291,"Moonee Valley",8,2017
"11813","North Melbourne","h",2,1080000,"S","Jellis",2017-08-26,1.8,"3051",1,2,100,67,1890,-37.79524,144.94642,"Northern Metropolitan",6821,"Melbourne",8,2017
"11814","Northcote","h",2,1118000,"S","Nelson",2017-08-26,5.3,"3070",2,1,173,81,1910,-37.76623,144.99318,"Northern Metropolitan",11364,"Darebin",8,2017
"11815","Other","u",2,710000,"S","Jellis",2017-08-26,15.4,"3131",1,1,903,76,1985,-37.8064,145.18452,"Eastern Metropolitan",4973,"Whitehorse",8,2017
"11816","Oak Park","h",2,1006000,"S","Stockdale",2017-08-26,11.2,"3046",1,1,716,96,1960,-37.71589,144.92176,"Northern Metropolitan",2651,"Moreland",8,2017
"11817","Oakleigh","h",2,875000,"PI","Ray",2017-08-26,12.3,"3166",1,0,419,76,1920,-37.89721,145.09792,"Southern Metropolitan",3224,"Monash",8,2017
"11818","Oakleigh South","h",2,985000,"PI","Woodards",2017-08-26,15.5,"3167",2,0,600,96,1968,-37.91344,145.09347,"South-Eastern Metropolitan",3692,"Kingston",8,2017
"11819","Ormond","h",3,1510000,"S","Buxton",2017-08-26,11.4,"3204",2,3,540,130,1940,-37.90216,145.05069,"Southern Metropolitan",3578,"Glen Eira",8,2017
"11820","Ormond","h",4,1700000,"VB","Marshall",2017-08-26,11.4,"3204",2,1,555,190,1950,-37.90367,145.05253,"Southern Metropolitan",3578,"Glen Eira",8,2017
"11821","Ormond","h",4,1870000,"PI","Jellis",2017-08-26,11.4,"3204",2,2,663,190,1995,-37.90617,145.02875,"Southern Metropolitan",3578,"Glen Eira",8,2017
"11822","Parkdale","h",3,1060000,"S","Barry",2017-08-26,21.5,"3195",1,2,602,130,1970,-37.98656,145.08237,"South-Eastern Metropolitan",5087,"Kingston",8,2017
"11823","Pascoe Vale","h",4,1260000,"S","Eview",2017-08-26,8.5,"3044",2,4,578,171,1920,-37.73058,144.9353,"Northern Metropolitan",7485,"Moreland",8,2017
"11824","Other","h",4,527000,"SP","Other",2017-08-26,14.7,"3030",2,2,400,136,2011,-37.90858,144.77771,"Western Metropolitan",15542,"Wyndham",8,2017
"11825","Port Melbourne","h",2,1515000,"SP","Marshall",2017-08-26,3.5,"3207",2,2,197,96,1905,-37.83754,144.93954,"Southern Metropolitan",8648,"Port Phillip",8,2017
"11826","Port Melbourne","t",4,2455000,"SP","Marshall",2017-08-26,3.5,"3207",3,2,123,0,2010,-37.83349,144.9484,"Southern Metropolitan",8648,"Port Phillip",8,2017
"11827","Prahran","h",2,1365000,"S","Jellis",2017-08-26,4.6,"3181",1,2,206,100,1900,-37.85569,145.00522,"Southern Metropolitan",7717,"Stonnington",8,2017
"11828","Prahran","h",4,2668000,"S","Biggin",2017-08-26,4.6,"3181",2,2,383,190,1902,-37.84879,144.98882,"Southern Metropolitan",7717,"Stonnington",8,2017
"11829","Preston","h",3,910000,"SP","Nelson",2017-08-26,8.4,"3072",1,2,276,96,1965,-37.75277,145.00734,"Northern Metropolitan",14577,"Darebin",8,2017
"11830","Reservoir","u",2,625500,"S","RW",2017-08-26,12,"3073",1,2,343,111,1960,-37.71626,144.99866,"Northern Metropolitan",21650,"Darebin",8,2017
"11831","Reservoir","t",3,640000,"PI","Ray",2017-08-26,12,"3073",1,1,224,128,2008,-37.71289,145.01967,"Northern Metropolitan",21650,"Darebin",8,2017
"11832","Reservoir","h",4,852000,"S","Stockdale",2017-08-26,12,"3073",3,2,527,240,1980,-37.69968,145.03426,"Northern Metropolitan",21650,"Darebin",8,2017
"11833","Reservoir","h",4,1112000,"S","RW",2017-08-26,12,"3073",2,10,1002,170,1985,-37.70671,145.03086,"Northern Metropolitan",21650,"Darebin",8,2017
"11834","Reservoir","h",3,8e+05,"PI","Ray",2017-08-26,12,"3073",1,2,585,90,1960,-37.73173,145.02884,"Northern Metropolitan",21650,"Darebin",8,2017
"11835","Richmond","h",4,1800000,"S","Biggin",2017-08-26,2.4,"3121",1,4,418,190,1900,-37.82368,145.00271,"Northern Metropolitan",14949,"Yarra",8,2017
"11836","Other","h",3,7e+05,"S","Ray",2017-08-26,19.9,"3134",2,2,605,126,1977,-37.8101,145.21697,"Eastern Metropolitan",7785,"Maroondah",8,2017
"11837","Other","h",2,937000,"S","Other",2017-08-26,21.3,"3135",2,2,736,116,1960,-37.80401,145.25225,"Eastern Metropolitan",4407,"Maroondah",8,2017
"11838","Rosanna","h",3,1224000,"S","Nelson",2017-08-26,8.9,"3084",1,2,609,124,1960,-37.74351,145.07965,"Eastern Metropolitan",3540,"Banyule",8,2017
"11839","Rosanna","h",4,1426000,"S","Nelson",2017-08-26,8.9,"3084",2,4,621,190,1980,-37.73543,145.07004,"Eastern Metropolitan",3540,"Banyule",8,2017
"11840","Other","h",4,465000,"S","Ray",2017-08-26,20.6,"3064",2,1,417,190,1999,-37.62273,144.92567,"Northern Metropolitan",5833,"Hume",8,2017
"11841","Other","h",4,621000,"S","YPA",2017-08-26,20.6,"3064",2,2,574,202,1997,-37.63499,144.93409,"Northern Metropolitan",5833,"Hume",8,2017
"11842","Sandringham","h",4,1490000,"S","Buxton",2017-08-26,15.2,"Other",2,2,503,168,1930,-37.95685,145.01977,"Southern Metropolitan",4497,"Bayside",8,2017
"11843","Other","h",3,890000,"S","Ray",2017-08-26,22.2,"Other",1,2,724,116,1980,-37.88953,145.22056,"Eastern Metropolitan",2206,"Knox",8,2017
"11844","Other","h",3,512000,"S","hockingstuart",2017-08-26,35.4,"Other",1,1,576,105,1983,-38.10505,145.15328,"South-Eastern Metropolitan",8077,"Other",8,2017
"11845","Seddon","h",4,1502000,"SP","Sweeney",2017-08-26,5.1,"3011",3,1,934,199,2014,-37.80898,144.88701,"Western Metropolitan",2417,"Maribyrnong",8,2017
"11846","Spotswood","h",3,965000,"S","RT",2017-08-26,6.2,"3015",1,2,478,130,1950,-37.82815,144.87395,"Western Metropolitan",1223,"Hobsons Bay",8,2017
"11847","St Albans","h",4,537000,"S","YPA",2017-08-26,14,"3021",2,2,447,134,1996,-37.75405,144.82014,"Western Metropolitan",14042,"Brimbank",8,2017
"11848","Strathmore","h",3,1848000,"S","McDonald",2017-08-26,8.2,"3041",1,3,824,189,1935,-37.73797,144.92455,"Western Metropolitan",3284,"Moonee Valley",8,2017
"11849","Sunbury","h",3,480000,"PI","Other",2017-08-26,31.7,"3429",2,2,646,130,1988,-37.56005,144.70892,"Western Metropolitan",14092,"Hume",8,2017
"11850","Sunbury","h",3,516000,"S","Raine",2017-08-26,31.7,"3429",2,3,588,110,1988,-37.58176,144.73177,"Western Metropolitan",14092,"Hume",8,2017
"11851","Sunbury","h",3,605000,"S","Other",2017-08-26,31.7,"3429",2,2,755,229,1996,-37.56533,144.71233,"Western Metropolitan",14092,"Hume",8,2017
"11852","Sunbury","h",4,763000,"S","Brad",2017-08-26,31.7,"3429",2,2,1011,190,1988,-37.5781,144.72383,"Western Metropolitan",14092,"Hume",8,2017
"11853","Sunshine","h",3,717500,"S","Barry",2017-08-26,10.5,"3020",1,1,554,95,1985,-37.78514,144.84561,"Western Metropolitan",3755,"Brimbank",8,2017
"11854","Sunshine North","h",3,595000,"SP","Barry",2017-08-26,10.5,"3020",1,2,589,130,1960,-37.76599,144.84445,"Western Metropolitan",4217,"Brimbank",8,2017
"11855","Sunshine West","h",4,682000,"S","Barry",2017-08-26,10.5,"3020",1,2,534,190,1970,-37.79161,144.80461,"Western Metropolitan",6763,"Brimbank",8,2017
"11856","Sunshine West","h",3,640000,"S","Bells",2017-08-26,10.5,"3020",1,1,616,130,1970,-37.79798,144.81529,"Western Metropolitan",6763,"Brimbank",8,2017
"11857","Surrey Hills","h",4,2720000,"S","Kay",2017-08-26,10.2,"3127",3,2,1005,190,1920,-37.82421,145.10352,"Southern Metropolitan",5457,"Boroondara",8,2017
"11858","Surrey Hills","h",4,3100000,"VB","Marshall",2017-08-26,10.2,"3127",2,3,832,190,1930,-37.83564,145.10919,"Southern Metropolitan",5457,"Boroondara",8,2017
"11859","Surrey Hills","h",3,1715000,"S","Noel",2017-08-26,10.2,"3127",1,2,438,151,1906,-37.83015,145.09035,"Southern Metropolitan",5457,"Boroondara",8,2017
"11860","Other","h",3,350000,"VB","Other",2017-08-26,18.4,"3029",1,1,466,103,2003,-37.86744,144.65609,"Western Metropolitan",10160,"Wyndham",8,2017
"11861","Other","h",4,1753000,"S","Barry",2017-08-26,15.5,"Other",2,2,689,190,2012,-37.76673,145.16555,"Eastern Metropolitan",6202,"Manningham",8,2017
"11862","Templestowe Lower","h",4,1288000,"S","Barry",2017-08-26,12.4,"3107",2,2,948,190,1970,-37.76078,145.10696,"Eastern Metropolitan",5420,"Manningham",8,2017
"11863","Templestowe Lower","h",3,1190000,"S","hockingstuart",2017-08-26,12.4,"3107",1,1,723,130,1970,-37.76684,145.11309,"Eastern Metropolitan",5420,"Manningham",8,2017
"11864","Templestowe Lower","h",4,1745000,"S","RT",2017-08-26,12.4,"3107",2,2,741,190,1970,-37.75843,145.10888,"Eastern Metropolitan",5420,"Manningham",8,2017
"11865","Templestowe Lower","h",5,1400000,"S","Barry",2017-08-26,12.4,"3107",3,2,717,310,1963,-37.7663,145.1132,"Eastern Metropolitan",5420,"Manningham",8,2017
"11866","Thornbury","h",3,1271000,"S","Nelson",2017-08-26,7,"3071",1,2,470,151,1950,-37.75937,145.01534,"Northern Metropolitan",8870,"Darebin",8,2017
"11867","Thornbury","h",3,1450000,"S","Woodards",2017-08-26,7,"3071",1,1,312,130,1930,-37.7587,144.99966,"Northern Metropolitan",8870,"Darebin",8,2017
"11868","Other","h",3,540000,"S","Barry",2017-08-26,12.9,"3043",1,1,607,102,1970,-37.69423,144.88002,"Western Metropolitan",3296,"Hume",8,2017
"11869","Other","h",4,1263500,"S","Barry",2017-08-26,17.2,"3133",2,2,791,190,1972,-37.84467,145.19276,"Eastern Metropolitan",4181,"Whitehorse",8,2017
"11870","Other","h",4,1250000,"PI","Philip",2017-08-26,17.2,"3133",2,2,986,190,1978,-37.84679,145.20051,"Eastern Metropolitan",4280,"Whitehorse",8,2017
"11871","Viewbank","h",5,1316000,"SP","Nelson",2017-08-26,8.9,"3084",3,3,696,260,1972,-37.73501,145.08341,"Eastern Metropolitan",2698,"Banyule",8,2017
"11872","Other","h",4,951000,"S","Ray",2017-08-26,14.7,"3152",2,2,704,200,1981,-37.85639,145.23536,"Eastern Metropolitan",5424,"Knox",8,2017
"11873","Wantirna South","h",4,1323000,"S","Barry",2017-08-26,14.7,"3152",2,2,551,190,1988,-37.87608,145.2239,"Eastern Metropolitan",7082,"Knox",8,2017
"11874","Wantirna South","h",3,970000,"S","Barry",2017-08-26,14.7,"3152",2,2,674,130,1988,-37.8836,145.22805,"Eastern Metropolitan",7082,"Knox",8,2017
"11875","Wantirna South","h",4,1330000,"S","Barry",2017-08-26,14.7,"3152",2,2,717,191,1980,-37.86887,145.22116,"Eastern Metropolitan",7082,"Knox",8,2017
"11876","Watsonia","h",2,650000,"PI","Morrison",2017-08-26,14.5,"3087",1,1,210,79,2006,-37.70657,145.07878,"Northern Metropolitan",2329,"Banyule",8,2017
"11877","Werribee","h",4,635000,"S","hockingstuart",2017-08-26,14.7,"3030",2,1,662,172,1980,-37.89327,144.64789,"Western Metropolitan",16166,"Wyndham",8,2017
"11878","Other","h",3,582000,"S","Other",2017-08-26,16.5,"Other",2,2,256,130,1978,-37.67917,144.8939,"Northern Metropolitan",2474,"Hume",8,2017
"11879","Wheelers Hill","h",4,1245000,"S","Barry",2017-08-26,16.7,"3150",2,2,652,190,1981,-37.90562,145.16761,"South-Eastern Metropolitan",7392,"Monash",8,2017
"11880","Williamstown","h",4,2500000,"PI","Sweeney",2017-08-26,6.8,"3016",1,5,866,157,1920,-37.85908,144.89299,"Western Metropolitan",6380,"Hobsons Bay",8,2017
"11881","Williamstown","h",3,1170000,"S","Raine",2017-08-26,6.8,"3016",2,4,436,130,1997,-37.85274,144.88738,"Western Metropolitan",6380,"Hobsons Bay",8,2017
