"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"7442","South Yarra",2,1214000,"S","hockingstuart",2017-08-04,3.3,"3141",1,0,161,82,1900,-37.8454,144.9891,"Southern Metropolitan",14887,92,"19,186","Stonnington",8,2017
"7443","Spotswood",3,1320000,"S","Jas",2017-08-04,7.7,"3015",1,3,738,130,1950,-37.826,144.8769,"Western Metropolitan",1223,66,"2,347","Hobsons Bay",8,2017
"7444","St Kilda",2,1120000,"S","hockingstuart",2017-08-04,6.1,"3182",1,0,135,74,1930,-37.8661,144.9802,"Southern Metropolitan",13240,93,"17,802","Port Phillip",8,2017
"7445","Strathmore",3,1021000,"S","Considine",2017-08-04,9.7,"3041",2,2,371,183,2014,-37.7229,144.9055,"Western Metropolitan",3284,69,"8,101","Moonee Valley",8,2017
"7446","Strathmore",5,910000,"SP","Brad",2017-08-04,9.7,"3041",2,2,533,204,1965,-37.7189,144.9044,"Western Metropolitan",3284,69,"8,101","Moonee Valley",8,2017
"7447","Sunshine",4,990000,"S","Other",2017-08-04,12.6,"3020",1,6,654,189,1950,-37.7803,144.8415,"Western Metropolitan",3755,71,"8,849","Brimbank",8,2017
"7448","Sunshine",3,651500,"S","Barry",2017-08-04,12.6,"3020",1,1,555,130,1952,-37.7988,144.822,"Western Metropolitan",3755,71,"8,849","Brimbank",8,2017
"7449","Sunshine",4,760000,"S","Douglas",2017-08-04,12.6,"3020",1,5,650,190,1952,-37.7867,144.8437,"Western Metropolitan",3755,71,"8,849","Brimbank",8,2017
"7450","Sunshine West",3,530000,"S","Barry",2017-08-04,13.5,"3020",1,1,573,119,1970,-37.8017,144.8258,"Western Metropolitan",6763,49,"16,759","Brimbank",8,2017
"7451","Sunshine West",4,515000,"SP","Brad",2017-08-04,13.5,"3020",2,2,332,159,2006,-37.7962,144.8064,"Western Metropolitan",6763,49,"16,759","Brimbank",8,2017
"7452","Sunshine West",3,511000,"S","Barry",2017-08-04,13.5,"3020",2,2,519,130,1970,-37.7997,144.7968,"Western Metropolitan",6763,49,"16,759","Brimbank",8,2017
"7453","Templestowe Lower",3,1370000,"S","Barry",2017-08-04,13.8,"3107",1,2,743,130,1970,-37.7703,145.1086,"Eastern Metropolitan",5420,49,"13,206","Manningham",8,2017
"7454","Thornbury",3,1080000,"S","Miles",2017-08-04,6.5,"3071",1,1,408,130,1930,-37.7573,145.0083,"Northern Metropolitan",8870,77,"17,473","Darebin",8,2017
"7455","Thornbury",3,1345000,"S","Love",2017-08-04,6.5,"3071",2,4,584,130,1930,-37.7555,145.0152,"Northern Metropolitan",8870,77,"17,473","Darebin",8,2017
"7456","Thornbury",3,1195000,"S","Love",2017-08-04,6.5,"3071",1,2,463,131,1930,-37.7593,144.9885,"Northern Metropolitan",8870,77,"17,473","Darebin",8,2017
"7457","Viewbank",4,1140000,"S","Miles",2017-08-04,13.8,"3084",2,4,863,190,1972,-37.7317,145.0952,"Eastern Metropolitan",2698,39,"6,741","Banyule",8,2017
"7458","Watsonia",3,677500,"S","Buckingham",2017-08-04,14.9,"3087",1,2,245,130,1970,-37.716,145.0769,"Northern Metropolitan",2329,69,"5,146","Banyule",8,2017
"7459","Watsonia",4,952000,"S","Barry",2017-08-04,14.9,"3087",2,2,729,190,1970,-37.711,145.081,"Northern Metropolitan",2329,69,"5,146","Banyule",8,2017
"7460","West Footscray",2,650000,"VB","Sweeney",2017-08-04,8.2,"3012",1,1,452,96,1950,-37.804,144.8772,"Western Metropolitan",5058,64,"10,215","Maribyrnong",8,2017
"7461","West Footscray",4,970000,"PI","Biggin",2017-08-04,8.2,"3012",1,2,528,143,1940,-37.7969,144.8647,"Western Metropolitan",5058,64,"10,215","Maribyrnong",8,2017
"7462","West Footscray",4,1325000,"S","hockingstuart",2017-08-04,8.2,"3012",2,4,525,188,1930,-37.7994,144.8763,"Western Metropolitan",5058,64,"10,215","Maribyrnong",8,2017
"7463","Williamstown",3,1150000,"SP","Jas",2017-08-04,8,"3016",1,0,308,120,1900,-37.8526,144.895,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",8,2017
"7464","Williamstown",3,1290000,"S","RT",2017-08-04,8,"3016",1,0,273,130,1977,-37.8651,144.8986,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",8,2017
"7465","Other",3,1070000,"PI","Williams",2017-08-04,8.9,"3016",2,5,442,249,2003,-37.8538,144.8722,"Western Metropolitan",802,61,"1,543","Hobsons Bay",8,2017
"7466","Yarraville",3,935000,"S","Jas",2017-08-04,7,"3013",1,0,198,98,1970,-37.8194,144.8914,"Western Metropolitan",6543,77,"13,811","Maribyrnong",8,2017
"7467","Yarraville",2,1196000,"S","Greg",2017-08-04,7,"3013",1,2,451,96,1940,-37.8178,144.8752,"Western Metropolitan",6543,77,"13,811","Maribyrnong",8,2017
"7468","Yarraville",2,470000,"S","Sweeney",2017-08-04,7,"3013",1,1,79,96,1965,-37.8226,144.8842,"Western Metropolitan",6543,77,"13,811","Maribyrnong",8,2017
"7469","Yarraville",3,1131500,"SP","Jas",2017-08-04,7,"3013",1,1,248,130,1940,-37.8157,144.8925,"Western Metropolitan",6543,77,"13,811","Maribyrnong",8,2017
"7470","Yarraville",4,2035000,"S","Jas",2017-08-04,7,"3013",2,0,607,201,1890,-37.8128,144.8905,"Western Metropolitan",6543,77,"13,811","Maribyrnong",8,2017
"7471","Albert Park",4,3560000,"S","Greg",2017-08-07,3,"3206",1,1,327,190,1900,-37.84118,144.95023,"Southern Metropolitan",3280,85,"5,989","Port Phillip",8,2017
"7472","Altona North",5,1500000,"PI","Greg",2017-08-07,9.4,"3025",3,2,1068,260,1965,-37.83794,144.84231,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",8,2017
"7473","Altona North",4,1030000,"PI","hockingstuart",2017-08-07,9.4,"3025",3,2,533,190,1965,-37.82726,144.83533,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",8,2017
"7474","Ascot Vale",2,1130000,"S","Brad",2017-08-07,4.3,"3032",1,1,222,96,1920,-37.77182,144.90524,"Western Metropolitan",6567,75,"13,503","Moonee Valley",8,2017
"7475","Avondale Heights",3,720000,"PI","Harcourts",2017-08-07,9.5,"3034",1,1,582,110,1965,-37.76063,144.8603,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2017
"7476","Avondale Heights",3,1107500,"S","Nelson",2017-08-07,9.5,"3034",3,1,668,190,2014,-37.75962,144.86675,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2017
"7477","Avondale Heights",3,820000,"S","Moonee",2017-08-07,9.5,"3034",1,2,680,130,1970,-37.77178,144.85397,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2017
"7478","Avondale Heights",3,680000,"VB","Other",2017-08-07,9.5,"3034",1,1,596,130,1970,-37.75718,144.85357,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2017
"7479","Other",5,9e+05,"S","Other",2017-08-07,23.2,"Other",2,2,942,260,1972,-37.85721,145.26305,"Eastern Metropolitan",5030,61,"11,263","Knox",8,2017
"7480","Other",3,1291000,"S","Barry",2017-08-07,13.4,"3130",2,2,548,127,1970,-37.84453,145.14446,"Eastern Metropolitan",4387,63,"10,589","Whitehorse",8,2017
"7481","Other",4,820000,"S","Philip",2017-08-07,25,"Other",2,4,719,200,1975,-37.86434,145.25739,"Eastern Metropolitan",9704,61,"20,830","Knox",8,2017
"7482","Other",3,775000,"S","Ray",2017-08-07,25,"Other",1,2,720,131,1970,-37.86126,145.25808,"Eastern Metropolitan",9704,61,"20,830","Knox",8,2017
"7483","Box Hill",5,2285000,"S","Other",2017-08-07,10.9,"3128",3,2,803,260,1930,-37.82148,145.1289,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",8,2017
"7484","Braybrook",2,590000,"S","hockingstuart",2017-08-07,8.6,"3019",1,1,304,74,1950,-37.78341,144.85574,"Western Metropolitan",3589,65,"8,190","Maribyrnong",8,2017
"7485","Braybrook",3,797000,"S","Douglas",2017-08-07,8.6,"3019",1,2,694,110,1960,-37.79382,144.85107,"Western Metropolitan",3589,65,"8,190","Maribyrnong",8,2017
"7486","Braybrook",5,760000,"S","Biggin",2017-08-07,8.6,"3019",2,2,622,260,1960,-37.78207,144.85342,"Western Metropolitan",3589,65,"8,190","Maribyrnong",8,2017
"7487","Brighton East",4,1580000,"PI","Jellis",2017-08-07,10.3,"3187",1,2,890,165,1970,-37.91053,145.02447,"Southern Metropolitan",6938,63,"15,807","Glen Eira",8,2017
"7488","Broadmeadows",3,460000,"S","YPA",2017-08-07,14,"3047",1,1,629,130,1965,-37.67197,144.91896,"Northern Metropolitan",4294,56,"10,549","Hume",8,2017
"7489","Broadmeadows",3,386000,"S","hockingstuart",2017-08-07,14,"3047",1,1,341,71,1965,-37.6886,144.92281,"Northern Metropolitan",4294,56,"10,549","Hume",8,2017
"7490","Brunswick",4,1515000,"S","Jellis",2017-08-07,5.2,"3056",2,2,236,194,1890,-37.76549,144.96366,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7491","Brunswick",3,1037000,"S","Nelson",2017-08-07,5.2,"3056",1,1,210,101,1996,-37.75746,144.95633,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7492","Brunswick",3,1100000,"PI","Jellis",2017-08-07,5.2,"3056",1,1,193,130,1910,-37.76418,144.95715,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7493","Brunswick East",3,1330000,"PI","Woodards",2017-08-07,4,"3057",2,1,161,190,1890,-37.77289,144.97503,"Northern Metropolitan",5533,83,"8,502","Moreland",8,2017
"7494","Bundoora",3,730000,"S","Barry",2017-08-07,12.1,"3083",1,1,612,101,1960,-37.70602,145.05945,"Northern Metropolitan",10175,52,"25,652","Banyule",8,2017
"7495","Bundoora",3,660000,"S","Buckingham",2017-08-07,12.1,"3083",1,2,582,119,1970,-37.70301,145.06341,"Northern Metropolitan",10175,52,"25,652","Banyule",8,2017
"7496","Burwood",3,1530000,"S","Buxton",2017-08-07,10.4,"3125",1,2,695,130,1960,-37.85126,145.1132,"Southern Metropolitan",5678,59,"13,172","Whitehorse",8,2017
"7497","Other",4,1600000,"S","Fletchers",2017-08-07,14.7,"Other",2,2,592,260,2007,-37.84839,145.14299,"Eastern Metropolitan",4048,59,"10,158","Whitehorse",8,2017
"7498","Other",3,1150000,"S","Ray",2017-08-07,14.7,"Other",2,2,668,140,1965,-37.85695,145.15144,"Eastern Metropolitan",4048,59,"10,158","Whitehorse",8,2017
"7499","Other",3,636000,"S","YPA",2017-08-07,14.8,"3023",2,2,585,130,2000,-37.75777,144.77974,"Western Metropolitan",2674,54,"8,837","Brimbank",8,2017
"7500","Camberwell",8,2200000,"PI","Other",2017-08-07,7.7,"3124",8,4,650,152.5,1939,-37.84812,145.07414,"Southern Metropolitan",8920,66,"20,022","Boroondara",8,2017
"7501","Carnegie",3,1530000,"SP","Woodards",2017-08-07,10.1,"3163",1,1,684,130,1930,-37.8891,145.06337,"Southern Metropolitan",7822,75,"16,333","Glen Eira",8,2017
"7502","Other",4,740000,"S","Barry",2017-08-07,14.8,"3023",2,2,750,222,2008,-37.7277,144.73422,"Western Metropolitan",7719,43,"20,397","Other",8,2017
"7503","Other",4,647000,"S","Harcourts",2017-08-07,34.9,"Other",2,4,688,204,2002,-38.10984,145.17062,"South-Eastern Metropolitan",8060,53,"19,122","Other",8,2017
"7504","Other",3,1018000,"S","C21",2017-08-07,16.7,"Other",1,2,615,130,1970,-37.92063,145.11186,"South-Eastern Metropolitan",5837,69,"15,547","Monash",8,2017
"7505","Coburg",2,760000,"S","Nelson",2017-08-07,6.7,"3058",1,2,378,105,1920,-37.74011,144.95267,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2017
"7506","Coburg North",1,867000,"S","Raine",2017-08-07,6.7,"3058",1,4,741,69,1955,-37.73245,144.97103,"Northern Metropolitan",3445,62,"6,574","Moreland",8,2017
"7507","Collingwood",3,1297000,"S","Other",2017-08-07,2,"3066",2,0,186,137,1890,-37.79557,144.99158,"Northern Metropolitan",4553,92,"6,490","Yarra",8,2017
"7508","Other",4,515000,"S","Barry",2017-08-07,17.4,"Other",1,0,616,190,1975,-37.65879,144.9296,"Northern Metropolitan",1124,42,"3,266","Hume",8,2017
"7509","Other",4,670000,"S","Eview",2017-08-07,34.7,"Other",2,2,612,190,1990,-38.07898,145.3165,"South-Eastern Metropolitan",6464,33,"14,569","Other",8,2017
"7510","Croydon",3,725000,"S","Stockdale",2017-08-07,23,"3136",1,2,802,105,1980,-37.81083,145.28792,"Eastern Metropolitan",11925,58,"23,549","Maroondah",8,2017
"7511","Croydon",4,1120000,"S","Barry",2017-08-07,23,"3136",2,2,864,228,2008,-37.80718,145.28581,"Eastern Metropolitan",11925,58,"23,549","Maroondah",8,2017
"7512","Croydon",5,865000,"PI","Ray",2017-08-07,23,"3136",2,2,974,200,1975,-37.79189,145.29661,"Eastern Metropolitan",11925,58,"23,549","Maroondah",8,2017
"7513","Croydon",4,760000,"SP","Barry",2017-08-07,23,"3136",2,2,815,140,1960,-37.78393,145.29132,"Eastern Metropolitan",11925,58,"23,549","Maroondah",8,2017
"7514","Other",4,930000,"S","Hodges",2017-08-07,24.7,"3175",2,1,830,200,1980,-37.94264,145.21786,"South-Eastern Metropolitan",8322,43,"21,933","Other",8,2017
"7515","Other",3,465000,"S","Other",2017-08-07,24.7,"3175",1,1,375,130,1970,-37.9674,145.20552,"South-Eastern Metropolitan",8322,43,"21,933","Other",8,2017
"7516","Other",4,614000,"S","Other",2017-08-07,24.7,"3175",2,2,680,190,1970,-37.967,145.19658,"South-Eastern Metropolitan",8322,43,"21,933","Other",8,2017
"7517","Other",3,650000,"PI","Barry",2017-08-07,14.8,"3023",1,2,697,135,1955,-37.77396,144.77229,"Western Metropolitan",6388,49,"16,246","Brimbank",8,2017
"7518","Other",3,557000,"S","Barry",2017-08-07,14.8,"3023",1,2,539,148,1985,-37.76545,144.76458,"Western Metropolitan",6388,49,"16,246","Brimbank",8,2017
"7519","Other",4,750000,"VB","Douglas",2017-08-07,14.7,"3030",2,2,655,190,2010,-37.79571,144.76656,"Western Metropolitan",2276,34,"5,996","Brimbank",8,2017
"7520","Dingley Village",3,806000,"S","Buxton",2017-08-07,22.2,"Other",2,1,539,134,1968,-37.98086,145.11993,"South-Eastern Metropolitan",3940,46,"10,211","Kingston",8,2017
"7521","Dingley Village",3,892000,"S","Buxton",2017-08-07,22.2,"Other",1,3,564,130,1980,-37.98186,145.13081,"South-Eastern Metropolitan",3940,46,"10,211","Kingston",8,2017
"7522","Doncaster",3,1345000,"S","Jellis",2017-08-07,12.4,"3108",3,3,823,130,1970,-37.79461,145.14206,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7523","Doncaster",4,1430000,"S","Ray",2017-08-07,12.4,"3108",2,2,736,190,1970,-37.78101,145.1111,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7524","Doncaster",4,1663000,"S","Philip",2017-08-07,12.4,"3108",3,2,674,250,1982,-37.77102,145.13338,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7525","Doncaster East",4,1310000,"S","Barry",2017-08-07,14.3,"3109",3,2,706,200,1970,-37.79561,145.16268,"Eastern Metropolitan",10999,58,"27,069","Manningham",8,2017
"7526","Doncaster East",4,1390000,"S","Barry",2017-08-07,14.3,"3109",3,2,664,190,1976,-37.77813,145.16558,"Eastern Metropolitan",10999,58,"27,069","Manningham",8,2017
"7527","Doncaster East",3,1423000,"S","Ray",2017-08-07,14.3,"3109",2,2,643,130,1976,-37.79357,145.15318,"Eastern Metropolitan",10999,58,"27,069","Manningham",8,2017
"7528","Doncaster East",3,1530000,"PI","Barry",2017-08-07,14.3,"3109",2,2,798,160,1978,-37.77655,145.15387,"Eastern Metropolitan",10999,58,"27,069","Manningham",8,2017
"7529","Eaglemont",3,1300000,"VB","Nelson",2017-08-07,8.9,"3084",1,2,615,138,1950,-37.75825,145.05438,"Eastern Metropolitan",1651,64,"3,915","Banyule",8,2017
"7530","Other",5,1260000,"SP","O'Brien",2017-08-07,27,"Other",6,3,900,178,1960,-38.04105,145.1216,"South-Eastern Metropolitan",2546,53,"5,466","Kingston",8,2017
"7531","Eltham",3,655000,"S","Barry",2017-08-07,18,"3095",1,2,197,108,2009,-37.71613,145.13939,"Eastern Metropolitan",6990,51,"18,183","Other",8,2017
"7532","Other",4,792000,"S","Barry",2017-08-07,18,"3095",2,2,836,190,1982,-37.70115,145.12855,"Eastern Metropolitan",2346,41,"6,834","Banyule",8,2017
"7533","Epping",3,490000,"SP","Other",2017-08-07,19.6,"3076",2,2,375,155,2012,-37.62157,145.01049,"Northern Metropolitan",10926,42,"26,340","Whittlesea",8,2017
"7534","Epping",3,490000,"SP","Other",2017-08-07,19.6,"3076",1,1,597,130,1990,-37.64166,145.02885,"Northern Metropolitan",10926,42,"26,340","Whittlesea",8,2017
"7535","Epping",2,417500,"S","Harcourts",2017-08-07,19.6,"3076",1,1,157,102,2000,-37.64827,145.05317,"Northern Metropolitan",10926,42,"26,340","Whittlesea",8,2017
"7536","Essendon",3,1398000,"SP","Barry",2017-08-07,7.5,"3040",2,1,445,182,1960,-37.75621,144.93401,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2017
"7537","Essendon",3,1e+06,"VB","Nelson",2017-08-07,7.5,"3040",2,2,213,169,1940,-37.74635,144.9229,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2017
"7538","Flemington",2,1e+06,"SP","Nelson",2017-08-07,3.4,"3031",1,0,132,96,1905,-37.78696,144.92556,"Northern Metropolitan",3593,76,"7,512","Moonee Valley",8,2017
"7539","Frankston",3,565000,"S","O'Brien",2017-08-07,38,"3199",1,2,713,155,1980,-38.16483,145.16383,"South-Eastern Metropolitan",17055,55,"35,035","Other",8,2017
"7540","Other",3,810000,"S","Other",2017-08-07,38,"3199",1,2,835,118,1960,-38.15983,145.11351,"South-Eastern Metropolitan",7566,38,"17,610","Other",8,2017
"7541","Other",4,749000,"SP","Barry",2017-08-07,12.9,"3043",2,2,561,160,1970,-37.68269,144.88601,"Western Metropolitan",3285,64,"8,328","Hume",8,2017
"7542","Glen Waverley",3,1070000,"S","Harcourts",2017-08-07,16.7,"3150",2,1,839,116,1970,-37.89813,145.14652,"Eastern Metropolitan",15321,59,"39,227","Monash",8,2017
"7543","Glen Waverley",3,1908000,"S","Barry",2017-08-07,16.7,"3150",1,2,778,130,1970,-37.88462,145.17315,"Eastern Metropolitan",15321,59,"39,227","Monash",8,2017
"7544","Glenroy",3,805000,"S","Raine",2017-08-07,11.2,"3046",1,2,676,130,1960,-37.70691,144.93498,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2017
"7545","Glenroy",3,721000,"S","Barry",2017-08-07,11.2,"3046",1,1,600,130,1960,-37.70067,144.92689,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2017
"7546","Glenroy",2,675000,"S","Eview",2017-08-07,11.2,"3046",2,1,248,99,2011,-37.69705,144.94219,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2017
"7547","Glenroy",4,7e+05,"S","RW",2017-08-07,11.2,"3046",2,1,655,82,1950,-37.69558,144.93223,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2017
"7548","Greensborough",3,866000,"S","hockingstuart",2017-08-07,16.1,"3088",2,2,743,147,1980,-37.71733,145.09622,"Northern Metropolitan",8524,55,"20,560","Banyule",8,2017
"7549","Greensborough",4,1028000,"S","Morrison",2017-08-07,16.1,"3088",3,4,925,190,1975,-37.69261,145.1105,"Northern Metropolitan",8524,55,"20,560","Banyule",8,2017
"7550","Hadfield",3,735000,"S","Eview",2017-08-07,11.2,"3046",1,1,626,122,1950,-37.71425,144.95013,"Northern Metropolitan",2606,51,"5,355","Moreland",8,2017
"7551","Other",4,622000,"SP","Other",2017-08-07,33.3,"Other",2,2,654,190,1989,-38.02683,145.25871,"South-Eastern Metropolitan",8256,43,"23,754","Other",8,2017
"7552","Other",3,4e+05,"PI","Stockdale",2017-08-07,33.3,"Other",1,1,301,98,1998,-38.0457,145.27395,"South-Eastern Metropolitan",8256,43,"23,754","Other",8,2017
"7553","Heidelberg",4,1430000,"VB","Miles",2017-08-07,8.9,"3084",2,3,680,190,1954,-37.74605,145.08504,"Eastern Metropolitan",2890,64,"5,733","Banyule",8,2017
"7554","Heidelberg West",3,6e+05,"VB","Haughton",2017-08-07,8.8,"3081",1,2,481,130,1960,-37.73597,145.03916,"Eastern Metropolitan",2674,68,"5,335","Banyule",8,2017
"7555","Heidelberg West",3,575500,"S","Miles",2017-08-07,8.8,"3081",1,1,436,130,1960,-37.73459,145.04394,"Eastern Metropolitan",2674,68,"5,335","Banyule",8,2017
"7556","Highett",3,1430000,"SP","Buxton",2017-08-07,16,"3190",1,0,703,130,1965,-37.9511,145.04171,"Southern Metropolitan",4794,73,"10,281","Bayside",8,2017
"7557","Other",4,660000,"S","Barry",2017-08-07,18,"3037",2,2,724,190,2002,-37.6869,144.7485,"Western Metropolitan",5556,39,"16,315","Other",8,2017
"7558","Hughesdale",5,1475000,"S","Woodards",2017-08-07,12.3,"3166",2,3,548,157,1920,-37.90403,145.08118,"Southern Metropolitan",3145,74,"7,062","Monash",8,2017
"7559","Ivanhoe",2,1320000,"S","Miles",2017-08-07,7.8,"3079",1,0,620,114,1920,-37.76091,145.04437,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2017
"7560","Ivanhoe",5,2100000,"PI","Other",2017-08-07,7.8,"3079",3,2,740,222,1960,-37.76086,145.05177,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2017
"7561","Ivanhoe",3,1510000,"S","Nelson",2017-08-07,7.8,"3079",1,2,670,130,1950,-37.75973,145.03808,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2017
"7562","Jacana",2,575500,"S","RW",2017-08-07,14,"3047",1,1,662,98,1960,-37.68988,144.91113,"Northern Metropolitan",851,62,"1,935","Hume",8,2017
"7563","Other",4,635000,"S","Nelson",2017-08-07,14.5,"Other",2,2,531,138,1975,-37.71368,144.82082,"Western Metropolitan",2339,45,"5,742","Brimbank",8,2017
"7564","Other",3,775000,"S","Other",2017-08-07,14.5,"Other",2,2,547,130,1975,-37.71796,144.827,"Western Metropolitan",2339,45,"5,742","Brimbank",8,2017
"7565","Other",3,620000,"S","Barry",2017-08-07,15.5,"3038",1,4,650,100,1985,-37.71575,144.80598,"Western Metropolitan",3656,42,"10,347","Brimbank",8,2017
"7566","Other",3,675000,"S","Ray",2017-08-07,15.5,"3038",2,4,708,130,1981,-37.72659,144.79668,"Western Metropolitan",3656,42,"10,347","Brimbank",8,2017
"7567","Keilor East",5,1005000,"SA","Nelson",2017-08-07,11.7,"3033",3,2,596,176,1970,-37.7305,144.86863,"Western Metropolitan",5629,55,"13,234","Moonee Valley",8,2017
"7568","Keilor Park",3,635000,"PI","Nelson",2017-08-07,10.4,"3042",2,2,174,130,2002,-37.72012,144.86149,"Western Metropolitan",1119,57,"2,546","Brimbank",8,2017
"7569","Keilor Park",3,7e+05,"S","Nelson",2017-08-07,10.4,"3042",1,1,590,130,1970,-37.7219,144.85239,"Western Metropolitan",1119,57,"2,546","Brimbank",8,2017
"7570","Kew",3,1410000,"PI","Noel",2017-08-07,5.4,"3101",1,1,404,113,1930,-37.79893,145.04266,"Southern Metropolitan",10331,71,"23,871","Boroondara",8,2017
"7571","Other",3,811000,"SA","Barry",2017-08-07,26,"Other",1,3,992,130,1957,-37.80467,145.30297,"Eastern Metropolitan",4654,45,"10,054","Maroondah",8,2017
"7572","Lalor",3,752000,"S","hockingstuart",2017-08-07,16.3,"3075",1,2,604,102,1950,-37.6708,145.01353,"Northern Metropolitan",8279,50,"19,853","Whittlesea",8,2017
"7573","Lalor",3,710500,"S","Barry",2017-08-07,16.3,"3075",2,1,655,120,1975,-37.67414,145.0205,"Northern Metropolitan",8279,50,"19,853","Whittlesea",8,2017
"7574","Lalor",3,622000,"S","Ray",2017-08-07,16.3,"3075",1,2,575,113,1970,-37.67146,145.03232,"Northern Metropolitan",8279,50,"19,853","Whittlesea",8,2017
